trial,state,macro_pr_auc_h1,model,n_features,feature_groups,group_subsets,subset_meteo,subset_static_pop,subset_static_elev,subset_static_soil,param_use_meteo,param_meteo_subset,param_use_temporal,param_use_static_land,param_use_static_pop,param_use_static_elev,param_elev_subset,param_use_static_soil,param_soil_subset,param_use_class_lag,param_C,param_l1_ratio,subset_temporal,subset_static_land,subset_class_lag,param_temporal_subset,param_land_subset,param_class_lag_subset,param_max_depth,param_n_estimators,param_min_samples_leaf,param_iterations,param_depth,param_learning_rate,param_l2_leaf_reg,param_subsample,param_colsample_bytree
38,TrialState.COMPLETE,0.29499703826799273,xgboost,30,"meteo,temporal,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""short"", ""static_elev"": ""std_only"", ""static_soil"": ""all"", ""temporal"": ""seasonality""}",short,,std_only,all,True,short,True,False,False,True,std_only,True,all,True,,,seasonality,,fire,seasonality,,fire,3.0,200.0,,,,0.060817752060821725,,0.6613460699290123,0.5085349788846439
34,TrialState.COMPLETE,0.2944180410976126,elastic_net,21,"meteo,temporal,static_land,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""spei_only"", ""static_elev"": ""both"", ""static_land"": ""crop_only"", ""static_soil"": ""clay_loam"", ""temporal"": ""both""}",spei_only,,both,clay_loam,True,spei_only,True,True,False,True,both,True,clay_loam,True,0.21007425042463157,0.919774161911117,both,crop_only,fire,both,crop_only,fire,,,,,,,,,
89,TrialState.COMPLETE,0.2938155066411644,logistic_regression,20,"meteo,temporal,static_pop,static_elev,static_soil","{""meteo"": ""all"", ""static_elev"": ""mean_only"", ""static_pop"": ""all"", ""static_soil"": ""organic"", ""temporal"": ""seasonality""}",all,all,mean_only,organic,True,all,True,False,True,True,mean_only,True,organic,False,0.012055565451752353,,seasonality,,,seasonality,,,,,,,,,,,
53,TrialState.COMPLETE,0.2929450371089908,xgboost,26,"meteo,temporal,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""aux_only"", ""static_elev"": ""both"", ""static_soil"": ""all"", ""temporal"": ""both""}",aux_only,,both,all,True,aux_only,True,False,False,True,both,True,all,True,,,both,,fire,both,,fire,4.0,300.0,,,,0.0355345311401622,,0.6324382650499817,0.5363992731967985
58,TrialState.COMPLETE,0.2928989981477188,random_forest,34,"meteo,temporal,static_land,static_pop,static_soil,class_lag","{""class_lag"": ""agriculture"", ""meteo"": ""spei_only"", ""static_land"": ""water_only"", ""static_pop"": ""all"", ""static_soil"": ""all"", ""temporal"": ""seasonality""}",spei_only,all,,all,True,spei_only,True,True,True,False,,True,all,True,,,seasonality,water_only,agriculture,seasonality,water_only,agriculture,14.0,250.0,1.0,,,,,,
57,TrialState.COMPLETE,0.28921822359914806,xgboost,28,"meteo,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""spi_only"", ""static_elev"": ""mean_only"", ""static_soil"": ""all""}",spi_only,,mean_only,all,True,spi_only,False,False,False,True,mean_only,True,all,True,,,,,fire,,,fire,3.0,100.0,,,,0.11659137583709867,,0.6643952843035286,0.5941434517742665
48,TrialState.COMPLETE,0.2879168552490262,catboost,30,"meteo,temporal,static_elev,static_soil,class_lag","{""class_lag"": ""all"", ""meteo"": ""all"", ""static_elev"": ""std_only"", ""static_soil"": ""organic"", ""temporal"": ""both""}",all,,std_only,organic,True,all,True,False,False,True,std_only,True,organic,True,,,both,,all,both,,all,,,,350.0,5.0,0.0993574990862434,8.769032123636693,,
2,TrialState.COMPLETE,0.2874091016483352,elastic_net,8,"temporal,static_soil,class_lag","{""class_lag"": ""agriculture"", ""static_soil"": ""organic"", ""temporal"": ""seasonality""}",,,,organic,False,,True,False,False,False,,True,organic,True,0.0034354303113499703,0.16122128725400442,seasonality,,agriculture,seasonality,,agriculture,,,,,,,,,
97,TrialState.COMPLETE,0.28601879304057365,logistic_regression,24,"meteo,temporal,static_pop,static_elev,static_soil","{""meteo"": ""all"", ""static_elev"": ""mean_only"", ""static_pop"": ""all"", ""static_soil"": ""clay_loam"", ""temporal"": ""seasonality""}",all,all,mean_only,clay_loam,True,all,True,False,True,True,mean_only,True,clay_loam,False,0.014376558465267655,,seasonality,,,seasonality,,,,,,,,,,,
49,TrialState.COMPLETE,0.2852608857050418,xgboost,27,"meteo,temporal,static_soil","{""meteo"": ""spei_only"", ""static_soil"": ""all"", ""temporal"": ""persistence""}",spei_only,,,all,True,spei_only,True,False,False,False,,True,all,False,,,persistence,,,persistence,,,4.0,300.0,,,,0.06670345361500017,,0.5701478967654188,0.6561271427879398
20,TrialState.COMPLETE,0.2843602645055467,xgboost,24,"meteo,temporal,static_elev,static_soil,class_lag","{""class_lag"": ""water"", ""meteo"": ""short"", ""static_elev"": ""both"", ""static_soil"": ""clay_loam"", ""temporal"": ""both""}",short,,both,clay_loam,True,short,True,False,False,True,both,True,clay_loam,True,,,both,,water,both,,water,4.0,250.0,,,,0.020397360153067465,,0.6986396182085532,0.7102730599562621
9,TrialState.COMPLETE,0.28231652807939345,xgboost,29,"meteo,temporal,static_pop,static_elev,static_soil","{""meteo"": ""long"", ""static_elev"": ""mean_only"", ""static_pop"": ""all"", ""static_soil"": ""all"", ""temporal"": ""persistence""}",long,all,mean_only,all,True,long,True,False,True,True,mean_only,True,all,False,,,persistence,,,persistence,,,5.0,100.0,,,,0.06484008806470978,,0.7515681292900438,0.9138939047129934
29,TrialState.COMPLETE,0.28172563877024803,xgboost,29,"meteo,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""spei_only"", ""static_elev"": ""both"", ""static_soil"": ""all""}",spei_only,,both,all,True,spei_only,False,False,False,True,both,True,all,True,,,,,fire,,,fire,5.0,150.0,,,,0.08988138844295913,,0.6880615239702972,0.5721872827143303
26,TrialState.COMPLETE,0.2801004489370761,xgboost,16,"meteo,static_land,static_elev,class_lag","{""class_lag"": ""all"", ""meteo"": ""aux_only"", ""static_elev"": ""both"", ""static_land"": ""crop_tree""}",aux_only,,both,,True,aux_only,False,True,False,True,both,False,,True,,,,crop_tree,all,,crop_tree,all,3.0,250.0,,,,0.012478735589339882,,0.7598978875269056,0.8058104850616016
12,TrialState.PRUNED,0.27793989115985906,elastic_net,11,"meteo,temporal,static_soil","{""meteo"": ""spi_only"", ""static_soil"": ""organic"", ""temporal"": ""persistence""}",spi_only,,,organic,True,spi_only,True,False,False,False,,True,organic,False,0.6209000291108077,0.1245080725449089,persistence,,,persistence,,,,,,,,,,,
7,TrialState.COMPLETE,0.2755609075502027,catboost,9,"meteo,temporal,static_pop,static_soil","{""meteo"": ""aux_only"", ""static_pop"": ""all"", ""static_soil"": ""sand_podzol"", ""temporal"": ""both""}",aux_only,all,,sand_podzol,True,aux_only,True,False,True,False,,True,sand_podzol,False,,,both,,,both,,,,,,450.0,8.0,0.13001987211495072,13.40507745635471,,
35,TrialState.COMPLETE,0.27542660037574634,logistic_regression,32,"meteo,temporal,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""spei_only"", ""static_elev"": ""both"", ""static_soil"": ""all"", ""temporal"": ""both""}",spei_only,,both,all,True,spei_only,True,False,False,True,both,True,all,True,0.00010371690163074529,,both,,fire,both,,fire,,,,,,,,,
5,TrialState.COMPLETE,0.2751854803774532,catboost,8,"static_land,static_pop,static_soil,class_lag","{""class_lag"": ""agriculture"", ""static_land"": ""crop_only"", ""static_pop"": ""all"", ""static_soil"": ""organic""}",,all,,organic,False,,False,True,True,False,,True,organic,True,,,,crop_only,agriculture,,crop_only,agriculture,,,,150.0,7.0,0.00510470049391559,2.8317167455537304,,
24,TrialState.COMPLETE,0.274329873046261,logistic_regression,19,"meteo,temporal,static_elev,static_soil,class_lag","{""class_lag"": ""water"", ""meteo"": ""short"", ""static_elev"": ""both"", ""static_soil"": ""dominant_only"", ""temporal"": ""both""}",short,,both,dominant_only,True,short,True,False,False,True,both,True,dominant_only,True,14.35874085554766,,both,,water,both,,water,,,,,,,,,
8,TrialState.COMPLETE,0.27366555864557424,xgboost,19,"static_pop,static_soil","{""static_pop"": ""all"", ""static_soil"": ""all""}",,all,,all,False,,False,False,True,False,,True,all,False,,,,,,,,,6.0,600.0,,,,0.018760113454771868,,0.8975930973843518,0.5624993507572446
18,TrialState.COMPLETE,0.27343785137687737,xgboost,17,"meteo,static_land,static_elev,class_lag","{""class_lag"": ""water"", ""meteo"": ""spei_only"", ""static_elev"": ""mean_only"", ""static_land"": ""all""}",spei_only,,mean_only,,True,spei_only,False,True,False,True,mean_only,False,,True,,,,all,water,,all,water,4.0,300.0,,,,0.035402739256409486,,0.5873366638078266,0.7905401193374386
99,TrialState.COMPLETE,0.26493799202217644,logistic_regression,34,"meteo,static_pop,static_elev,static_soil","{""meteo"": ""all"", ""static_elev"": ""mean_only"", ""static_pop"": ""all"", ""static_soil"": ""all""}",all,all,mean_only,all,True,all,False,False,True,True,mean_only,True,all,False,0.02154059127836794,,,,,,,,,,,,,,,,
6,TrialState.COMPLETE,0.26422454336772,catboost,15,"temporal,static_pop,static_elev,class_lag","{""class_lag"": ""all"", ""static_elev"": ""both"", ""static_pop"": ""all"", ""temporal"": ""seasonality""}",,all,both,,False,,True,False,True,True,both,False,,True,,,seasonality,,all,seasonality,,all,,,,150.0,10.0,0.24842728684102455,13.765533658196503,,
37,TrialState.COMPLETE,0.2634400797706299,random_forest,24,"meteo,static_land,static_pop,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""all"", ""static_elev"": ""both"", ""static_land"": ""all"", ""static_pop"": ""all"", ""static_soil"": ""sand_podzol""}",all,all,both,sand_podzol,True,all,False,True,True,True,both,True,sand_podzol,True,,,,all,fire,,all,fire,6.0,150.0,16.0,,,,,,
40,TrialState.PRUNED,0.26127155463584295,xgboost,9,"meteo,class_lag","{""class_lag"": ""fire"", ""meteo"": ""spei_only""}",spei_only,,,,True,spei_only,False,False,False,False,,False,,True,,,,,fire,,,fire,5.0,300.0,,,,0.19531168479386035,,0.8197454475110622,0.6401532272490662
4,TrialState.COMPLETE,0.2599212647334286,random_forest,2,"temporal,static_soil","{""static_soil"": ""dominant_only"", ""temporal"": ""persistence""}",,,,dominant_only,False,,True,False,False,False,,True,dominant_only,False,,,persistence,,,persistence,,,3.0,350.0,6.0,,,,,,
68,TrialState.PRUNED,0.25933749385360644,logistic_regression,6,"static_elev,static_soil,class_lag","{""class_lag"": ""agriculture"", ""static_elev"": ""mean_only"", ""static_soil"": ""dominant_only""}",,,mean_only,dominant_only,False,,False,False,False,True,mean_only,True,dominant_only,True,4.224062255501712,,,,agriculture,,,agriculture,,,,,,,,,
1,TrialState.COMPLETE,0.2506209644229503,random_forest,22,"meteo,temporal,static_land,static_elev,class_lag","{""class_lag"": ""agriculture"", ""meteo"": ""all"", ""static_elev"": ""std_only"", ""static_land"": ""water_only"", ""temporal"": ""seasonality""}",all,,std_only,,True,all,True,True,False,True,std_only,False,,True,,,seasonality,water_only,agriculture,seasonality,water_only,agriculture,13.0,100.0,9.0,,,,,,
11,TrialState.COMPLETE,0.2504397059940755,xgboost,17,"meteo,temporal,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""meteo"": ""long"", ""static_elev"": ""mean_only"", ""static_soil"": ""clay_loam"", ""temporal"": ""persistence""}",long,,mean_only,clay_loam,True,long,True,False,False,True,mean_only,True,clay_loam,True,,,persistence,,fire,persistence,,fire,8.0,100.0,,,,0.04331782915047055,,0.6667113391033931,0.9996174631849308
3,TrialState.COMPLETE,0.2189336563421962,logistic_regression,6,"static_land,static_pop,static_elev,static_soil","{""static_elev"": ""std_only"", ""static_land"": ""water_only"", ""static_pop"": ""all"", ""static_soil"": ""sand_podzol""}",,all,std_only,sand_podzol,False,,False,True,True,True,std_only,True,sand_podzol,False,0.003935183108563256,,,water_only,,,water_only,,,,,,,,,,
0,TrialState.COMPLETE,0.21247571913445293,elastic_net,13,"meteo,static_pop,static_elev,static_soil","{""meteo"": ""long"", ""static_elev"": ""std_only"", ""static_pop"": ""all"", ""static_soil"": ""sand_podzol""}",long,all,std_only,sand_podzol,True,long,False,False,True,True,std_only,True,sand_podzol,False,13.14753610441932,0.8083973481164611,,,,,,,,,,,,,,,
10,TrialState.PRUNED,0.18083333333333335,elastic_net,9,"temporal,static_land,class_lag","{""class_lag"": ""water"", ""static_land"": ""crop_tree"", ""temporal"": ""seasonality""}",,,,,False,,True,True,False,False,,False,,True,0.0001186447039749686,0.035025413210601486,seasonality,crop_tree,water,seasonality,crop_tree,water,,,,,,,,,
56,TrialState.PRUNED,0.18083333333333335,elastic_net,12,"temporal,static_elev,static_soil,class_lag","{""class_lag"": ""fire"", ""static_elev"": ""both"", ""static_soil"": ""clay_loam"", ""temporal"": ""both""}",,,both,clay_loam,False,,True,False,False,True,both,True,clay_loam,True,0.0008889789150710584,0.5002459226822878,both,,fire,both,,fire,,,,,,,,,
