id,article_id,model_name,publication_date,source_file,impact_index,location,classification,severity,confidence,evidence,recency_in_months,geocoded_latitude,geocoded_longitude,geocoded_display_name,geocoded_place_type,geocoded_place_level,geocoded_is_broad,geocoded_country_code,geocoded_osm_id,geocoded_boundingbox,geocoded_place_rank,geocoded_is_low_quality,nuts_level,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts_match_distance_m,source_nuts_level,mention_weight
NEWS_2018_010269,,gemini/gemini-3.5-flash,2018-07-11,Natuurgebied Dalfsen blijft op slot na brandjes.DOCX,0,Dalfsen,Social Impacts,2,0.9,"Ondertussen blijft het gebied afgesloten, ook voor vakantiegangers die hun tent hebben opgeslagen op camping Starnbosch.",0,52.5117837,6.2566367,"Dalfsen, Overijssel, Nederland",municipality,city,False,nl,414684,52.4244407|52.5991711|6.1624955|6.3841500,55,False,nuts3,NL21,Overijssel,NL211,Noord-Overijssel,0,nuts3,1.0
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,0,Veluwe,Wildfire Risk Increase,2,0.95,Boven de Veluwe heeft de brandweer luchtpatrouilles ingesteld. Elke rookpluim kan de volgende bosbrand betekenen.,0,52.2181217,5.8170937,"Veluwe, Gelderland, Nederland",protected_area,region,True,nl,2762589,51.9643208|52.4719228|5.5977159|6.0931803,80,False,nuts3,NL22,Gelderland,NL221,Veluwe,,nuts3,1.0
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,0,Veluwe,Forest Dieback & Vegetation Stress,1,0.9,Zelfs het gras langs de startbaan van vliegveld Teuge kleurt geel. Al weken heeft het in Gelderland nauwelijks geregend. De bodem is gortdroog.,0,52.2181217,5.8170937,"Veluwe, Gelderland, Nederland",protected_area,region,True,nl,2762589,51.9643208|52.4719228|5.5977159|6.0931803,80,False,nuts3,NL22,Gelderland,NL221,Veluwe,,nuts3,1.0
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,1,Oldebroekse Heide,Wildfire Occurrence,2,1.0,Op een militair oefenterrein op de Oldebroekse Heide had vrijdag vermoedelijk een hete granaat het gras in de fik gestoken. Door de stevige wind verplaatste het vuur zich snel,0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,2,Limburg,Irrigation Shortage,2,1.0,In Limburg is het al sinds 18 juni verboden om water uit beken en rivieren te gebruiken voor het besproeien van de akkers.,0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL423,Zuid-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,2,Limburg,Irrigation Shortage,2,1.0,In Limburg is het al sinds 18 juni verboden om water uit beken en rivieren te gebruiken voor het besproeien van de akkers.,0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL421,Noord-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,2,Limburg,Irrigation Shortage,2,1.0,In Limburg is het al sinds 18 juni verboden om water uit beken en rivieren te gebruiken voor het besproeien van de akkers.,0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL422,Midden-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,2,Limburg,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL423,Zuid-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,2,Limburg,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL421,Noord-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,2,Limburg,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL422,Midden-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,3,Brabant,Irrigation Shortage,2,1.0,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL414,Zuidoost-Noord-Brabant,,nuts2,0.25
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,3,Brabant,Irrigation Shortage,2,1.0,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL412,Midden-Noord-Brabant,,nuts2,0.25
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,3,Brabant,Irrigation Shortage,2,1.0,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL411,West-Noord-Brabant,,nuts2,0.25
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,3,Brabant,Irrigation Shortage,2,1.0,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL413,Noordoost-Noord-Brabant,,nuts2,0.25
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,4,Zeeland,Irrigation Shortage,2,1.0,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL341,Zeeuwsch-Vlaanderen,,nuts2,0.5
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,4,Zeeland,Irrigation Shortage,2,1.0,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL342,Overig Zeeland,,nuts2,0.5
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,5,Dalfsen,Wildfire Occurrence,2,1.0,Het bleek te gaan om een brand in een naaldbos. Op die plek is het al de derde brand in een week.,0,52.5117837,6.2566367,"Dalfsen, Overijssel, Nederland",municipality,city,False,nl,414684,52.4244407|52.5991711|6.1624955|6.3841500,55,False,nuts3,NL21,Overijssel,NL211,Noord-Overijssel,0,nuts3,1.0
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,6,Friesland,Broader Economic Disruption,2,0.9,"Uitdroging kan ook gevolgen hebben voor de dijken. Er kunnen scheuren ontstaan, waardoor water naar buiten kan sijpelen. Dat kan uiteindelijk tot een dijkdoorbraak leiden.",0,53.0923689,5.7770430,"Fryslân, Nederland",state,region,True,nl,47381,52.7648052|53.5397134|4.8183758|6.4276147,90,False,nuts3,NL12,Friesland (NL),NL124,Noord-Friesland,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,6,Friesland,Broader Economic Disruption,2,0.9,"Uitdroging kan ook gevolgen hebben voor de dijken. Er kunnen scheuren ontstaan, waardoor water naar buiten kan sijpelen. Dat kan uiteindelijk tot een dijkdoorbraak leiden.",0,53.0923689,5.7770430,"Fryslân, Nederland",state,region,True,nl,47381,52.7648052|53.5397134|4.8183758|6.4276147,90,False,nuts3,NL12,Friesland (NL),NL125,Zuidwest-Friesland,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,6,Friesland,Broader Economic Disruption,2,0.9,"Uitdroging kan ook gevolgen hebben voor de dijken. Er kunnen scheuren ontstaan, waardoor water naar buiten kan sijpelen. Dat kan uiteindelijk tot een dijkdoorbraak leiden.",0,53.0923689,5.7770430,"Fryslân, Nederland",state,region,True,nl,47381,52.7648052|53.5397134|4.8183758|6.4276147,90,False,nuts3,NL12,Friesland (NL),NL126,Zuidoost-Friesland,,nuts2,0.3333333333333333
NEWS_2018_010270,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(10).DOCX,7,Nederland,Water Use Restrictions,1,0.95,Waterbedrijven roepen Nederlanders op om zuinig met drinkwater om te gaan. ... Het bedrijf adviseert om vooral tijdens de spitsuren ... het waterverbruik te beperken.,0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,0,Veluwe,Wildfire Risk Increase,2,0.9,De bodem is gortdroog. Boswachters merken het op de Veluwe. Een rondslingerend flesje dat als vergrootglas werkt of een hete katalysator van een geparkeerde auto kan het gras al doen ontvlammen.,0,52.2181217,5.8170937,"Veluwe, Gelderland, Nederland",protected_area,region,True,nl,2762589,51.9643208|52.4719228|5.5977159|6.0931803,80,False,nuts3,NL22,Gelderland,NL221,Veluwe,,nuts3,1.0
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,1,Limburg,Irrigation Shortage,2,0.95,In Limburg is het al sinds 18 juni verboden om water uit beken en rivieren te gebruiken voor het besproeien van de akkers.,0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL423,Zuid-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,1,Limburg,Irrigation Shortage,2,0.95,In Limburg is het al sinds 18 juni verboden om water uit beken en rivieren te gebruiken voor het besproeien van de akkers.,0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL421,Noord-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,1,Limburg,Irrigation Shortage,2,0.95,In Limburg is het al sinds 18 juni verboden om water uit beken en rivieren te gebruiken voor het besproeien van de akkers.,0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL422,Midden-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,1,Limburg,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL423,Zuid-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,1,Limburg,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL421,Noord-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,1,Limburg,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.2015196,5.9046302,"Limburg, Nederland",state,region,True,nl,47793,50.7503658|51.7786273|5.5660454|6.2267694,90,False,nuts3,NL42,Limburg (NL),NL422,Midden-Limburg,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Irrigation Shortage,2,0.95,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL414,Zuidoost-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Irrigation Shortage,2,0.95,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL412,Midden-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Irrigation Shortage,2,0.95,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL411,West-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Irrigation Shortage,2,0.95,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL413,Noordoost-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL414,Zuidoost-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL412,Midden-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL411,West-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,2,Brabant,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.6017723,5.4441391,"Noord-Brabant, Nederland",state,region,True,nl,47696,51.2209094|51.8307510|4.1901242|6.0481208,90,False,nuts3,NL41,Noord-Brabant,NL413,Noordoost-Noord-Brabant,,nuts2,0.25
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,3,Zeeland,Irrigation Shortage,2,0.95,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL341,Zeeuwsch-Vlaanderen,,nuts2,0.5
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,3,Zeeland,Irrigation Shortage,2,0.95,Ook in Brabant en delen van Zeeland is het verboden om te besproeien.,0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL342,Overig Zeeland,,nuts2,0.5
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,3,Zeeland,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL341,Zeeuwsch-Vlaanderen,,nuts2,0.5
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,3,Zeeland,Crop Failure & Yield Reduction,2,0.9,"Sommige boeren, zoals aardappel- en uientelers, vrezen voor een slechte oogst.",0,51.4162975,3.7028061,"Zeeland, Nederland",state,region,True,nl,47806,51.2001624|51.7815205|3.3079354|4.2774232,90,False,nuts3,NL34,Zeeland,NL342,Overig Zeeland,,nuts2,0.5
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,4,Friesland,Broader Economic Disruption,2,0.9,"Uitdroging kan ook gevolgen hebben voor de dijken. Er kunnen scheuren ontstaan, waardoor water naar buiten kan sijpelen. Dat kan uiteindelijk tot een dijkdoorbraak leiden.",0,53.0923689,5.7770430,"Fryslân, Nederland",state,region,True,nl,47381,52.7648052|53.5397134|4.8183758|6.4276147,90,False,nuts3,NL12,Friesland (NL),NL124,Noord-Friesland,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,4,Friesland,Broader Economic Disruption,2,0.9,"Uitdroging kan ook gevolgen hebben voor de dijken. Er kunnen scheuren ontstaan, waardoor water naar buiten kan sijpelen. Dat kan uiteindelijk tot een dijkdoorbraak leiden.",0,53.0923689,5.7770430,"Fryslân, Nederland",state,region,True,nl,47381,52.7648052|53.5397134|4.8183758|6.4276147,90,False,nuts3,NL12,Friesland (NL),NL125,Zuidwest-Friesland,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,4,Friesland,Broader Economic Disruption,2,0.9,"Uitdroging kan ook gevolgen hebben voor de dijken. Er kunnen scheuren ontstaan, waardoor water naar buiten kan sijpelen. Dat kan uiteindelijk tot een dijkdoorbraak leiden.",0,53.0923689,5.7770430,"Fryslân, Nederland",state,region,True,nl,47381,52.7648052|53.5397134|4.8183758|6.4276147,90,False,nuts3,NL12,Friesland (NL),NL126,Zuidoost-Friesland,,nuts2,0.3333333333333333
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,5,Weert,Wildfire Occurrence,2,0.95,Met zo'n brand hadden ze ook in Weert te maken,0,51.2355829,5.7050797,"Weert, Limburg, Nederland",municipality,city,False,nl,2078294,51.1804207|51.2905755|5.5660454|5.7917701,55,False,nuts3,NL42,Limburg (NL),NL422,Midden-Limburg,0,nuts3,1.0
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,5,Weert,Broader Economic Disruption,2,0.95,het treinverkeer tussen Roermond en Weert raakte verstoord.,0,51.2355829,5.7050797,"Weert, Limburg, Nederland",municipality,city,False,nl,2078294,51.1804207|51.2905755|5.5660454|5.7917701,55,False,nuts3,NL42,Limburg (NL),NL422,Midden-Limburg,0,nuts3,1.0
NEWS_2018_010275,,gemini/gemini-3.5-flash,2018-07-02,Nederland licht ontvlambaar(2).DOCX,6,Nederland,Water Use Restrictions,1,0.9,Waterbedrijven roepen Nederlanders op om zuinig met drinkwater om te gaan.,0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2018_010284,,gemini/gemini-3.5-flash,2018-07-04,Nederland voorbereid op aanhoudende droogte.DOCX,0,hoger gelegen delen van Nederland,Crop Failure & Yield Reduction,2,0.9,zorgt de aanhoudende droogte nu al voor schade aan landbouw,0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2018_010284,,gemini/gemini-3.5-flash,2018-07-04,Nederland voorbereid op aanhoudende droogte.DOCX,0,hoger gelegen delen van Nederland,Freshwater Ecosystem Degradation,2,0.8,zorgt de aanhoudende droogte nu al voor schade aan landbouw en natuur,0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2018_010284,,gemini/gemini-3.5-flash,2018-07-04,Nederland voorbereid op aanhoudende droogte.DOCX,0,hoger gelegen delen van Nederland,Wildfire Occurrence,2,0.9,"zorgt de aanhoudende droogte nu al voor schade aan landbouw en natuur, natuurbranden",0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2018_010284,,gemini/gemini-3.5-flash,2018-07-04,Nederland voorbereid op aanhoudende droogte.DOCX,0,hoger gelegen delen van Nederland,Water Use Restrictions,2,0.95,"zorgt de aanhoudende droogte nu al voor schade aan landbouw en natuur, natuurbranden en beregeningsverboden.",0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,0,"Friesland, Overijssel en de Noordoostpolder",Water Supply & Sanitation Issues,1,1.0,"Drinkwaterbedrijf Vitens heeft gisteren al de waterdruk verlaagd in delen van Friesland, Overijssel en de Noordoostpolder. Met bijvoorbeeld een minder sterke douchestraal wordt op deze manier water bespaard.",0,,,,,,,,,,,,none,,,,,,none,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,1,Ede,Livestock Stress & Mortality,2,0.9,Bovendien eten de kippen door de warmte minder en drinken ze meer. Dat zorgt voor een slechtere kwaliteit van de eieren. Ik zie dat ze ook hun vleugels uitzetten door de hitte.,0,26.2540493,29.2675469,مصر,country,country,True,eg,1473947,21.9936018|31.8330854|24.6499112|37.1153517,70,False,non_nl,,,,,,non_nl,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,1,Ede,Agricultural Economic Loss,2,0.9,"Pluimveehouder Wim ten Ham uit Ede voorziet bijvoorbeeld dat het voer voor zijn kippen duurder wordt. ""Een slechte graanoogst kan de prijs wel een half jaar tot driekwart jaar beïnvloeden.",0,26.2540493,29.2675469,مصر,country,country,True,eg,1473947,21.9936018|31.8330854|24.6499112|37.1153517,70,False,non_nl,,,,,,non_nl,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,2,Castricum,Livestock Stress & Mortality,2,0.9,We houden de koeien overdag binnen zodat het gras nog een beetje kan groeien. Ze krijgen dan overdag wintervoer.,0,52.5496739,4.6696185,"Castricum, Noord-Holland, Nederland",town,city,False,nl,47815,52.5267276|52.5925847|4.5833209|4.7816228,55,False,nuts3,NL32,Noord-Holland,NL323,IJmond,0,nuts3,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,2,Castricum,Crop Failure & Yield Reduction,2,1.0,maar door de droogte zijn ze minder groot. Het gevolg is dat we de grotere bollenmaten nu niet kunnen leveren.,0,52.5496739,4.6696185,"Castricum, Noord-Holland, Nederland",town,city,False,nl,47815,52.5267276|52.5925847|4.5833209|4.7816228,55,False,nuts3,NL32,Noord-Holland,NL323,IJmond,0,nuts3,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,2,Castricum,Agricultural Economic Loss,2,0.9,Het gevolg is dat we de grotere bollenmaten nu niet kunnen leveren.,0,52.5496739,4.6696185,"Castricum, Noord-Holland, Nederland",town,city,False,nl,47815,52.5267276|52.5925847|4.5833209|4.7816228,55,False,nuts3,NL32,Noord-Holland,NL323,IJmond,0,nuts3,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,3,Wateringen,Reservoir & Surface Water Shortage,2,1.0,"daarnaast beschikken we nog over waterbassins, al beginnen die van lieverlee leeg te raken. Ook de slootwaterkwaliteit wordt minder.",0,52.0235098,4.2745855,"Wateringen, Westland, Zuid-Holland, Nederland",town,city,False,nl,1361422,52.0029160|52.0359171|4.2482171|4.3098193,55,False,nuts3,NL33,Zuid-Holland,NL333,Delft en Westland,0,nuts3,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,4,Nederland,Crop Failure & Yield Reduction,2,0.9,De aanhoudende droogte begint een bedreiging te vormen voor de dijken en voor de oogst van boeren.,0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
NEWS_2018_010285,,gemini/gemini-3.5-flash,2018-07-18,Nederland zucht onder de droogte.DOCX,4,Nederland,Agricultural Economic Loss,2,0.9,"wel kan een aanhoudende droogte leiden tot 'zeer problematische oogsten', met als gevolg minder opbrengsten en meer kosten.",0,52.2434979,5.6343227,Nederland,country,country,True,nl,2323309,11.7770000|53.7488150|-70.2695876|7.2274985,70,False,country,,,,,,country,1.0
